timestamp,run_id,algorithm_name,algorithm_version,algorithm_path,algorithm_sha256,checker_sha256,git_branch,git_head,git_dirty,instance_name,requested_timelimit,official_limit,timeout_grace,watchdog_timeout_sec,checker_feasible,timed_out,valid_under_time_limit,accepted_for_score,feasible,stage,objective,score,cost,obj1,obj2,obj3,runtime_sec,runner_elapsed_sec,assigned_blocks,total_blocks,total_bays,error_message,solution_file,log_file,tester_summary,benchmark_command
2026-06-19T12:42:12,probe_v096_prob37_20260619_001,hh,reboot_v096_20260619_1228_xlarge_lowproc_fast_reinsert_on_v094,ogc2026\baseline\alg_versions\reboot_v096_20260619_1228_xlarge_lowproc_fast_reinsert_on_v094.py,97bf1ffd319ac0c2a7bd2e601015799bda044b6ca330c96910626adc93dc4dfc,9dfaa0ac5fa3e0f16fdfb0890e11b4cb64ea59b8edee029a9c4f13a2c52538b0,hh_algorithm_loop,52ead67,True,prob_37.json,60.000000,60.000000,20.000000,90.000000,true,true,false,false,false,TIMEOUT,17644653.0,17644653.0,17644653.0,3961.0,3660,7380.0,71.377730,70.85988092422485,250,250,3,runtime exceeded official_limit 60.000000s,reports\ogc2026_reboot_v001\probe_v096_prob37_20260619_001\solutions\hh__reboot_v096_20260619_1228_xlarge_lowproc_fast_reinsert_on_v094\prob_37.solution.json,reports\ogc2026_reboot_v001\probe_v096_prob37_20260619_001\logs\hh__reboot_v096_20260619_1228_xlarge_lowproc_fast_reinsert_on_v094\prob_37.log,PASS objective=17644653.0 obj1=3961.0 obj2=3660 obj3=7380.0 | INVALID runtime exceeded official limit,"C:\Python314\python.exe ogc2026\batchrunner\benchmark.py --algorithm name=hh,version=reboot_v096_20260619_1228_xlarge_lowproc_fast_reinsert_on_v094,path=ogc2026\baseline\alg_versions\reboot_v096_20260619_1228_xlarge_lowproc_fast_reinsert_on_v094.py --problem train\prob_37.json --timelimit 60 --run-id probe_v096_prob37_20260619_001 --out-dir reports\ogc2026_reboot_v001\probe_v096_prob37_20260619_001 --cumulative-csv reports\ogc2026_reboot_v001\probe_v096_prob37.csv --require-fresh-cumulative"
