instance,blocks,bays,objective,T,L,P,runtime_sec,checker_feasible,timed_out,valid_under_time_limit,accepted_for_score,error_message,algorithm_version,report_path,solution_file
prob_31.json,200,4,40137295.0,2776.0,1753,11684.0,42.901397,true,false,true,true,,reboot_v116,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v116\prob_31.solution.json
prob_31.json,200,4,39589844.0,2735.0,1843,11680.0,51.385807,true,false,true,true,,reboot_v117,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v117\prob_31.solution.json
prob_36.json,250,4,1499988.0,2010.0,1381,12149.0,41.414434,true,false,true,true,,reboot_v116,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v116\prob_36.solution.json
prob_36.json,250,4,1499988.0,2010.0,1381,12149.0,40.942318,true,false,true,true,,reboot_v117,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v117\prob_36.solution.json
prob_37.json,250,3,17644653.0,3961.0,3660,7380.0,48.775518,true,false,true,true,,reboot_v116,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v116\prob_37.solution.json
prob_37.json,250,3,17644653.0,3961.0,3660,7380.0,48.385298,true,false,true,true,,reboot_v117,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v117\prob_37.solution.json
prob_38.json,250,3,151254848.0,11120.0,3894,9947.0,44.096313,true,false,true,true,,reboot_v116,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v116\prob_38.solution.json
prob_38.json,250,3,151254848.0,11120.0,3894,9947.0,44.313766,true,false,true,true,,reboot_v117,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v117\prob_38.solution.json
prob_40.json,250,4,5910122.0,8622.0,4587,11897.0,43.480964,true,false,true,true,,reboot_v116,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v116\prob_40.solution.json
prob_40.json,250,4,5910122.0,8622.0,4587,11897.0,43.546416,true,false,true,true,,reboot_v117,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\report.html,reports\ogc2026_reboot_v001\compare_v116_v117_prob31_prob36_prob37_prob38_prob40_20260620_001\solutions\hh__reboot_v117\prob_40.solution.json
