instance,blocks,bays,objective,T,L,P,runtime_sec,checker_feasible,timed_out,valid_under_time_limit,accepted_for_score,error_message,algorithm_version,report_path,solution_file
prob_1.json,100,2,606628.0,8.0,1700,1810.0,15.589678,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_1.solution.json
prob_2.json,100,3,76910.0,0.0,1001,446.0,18.763852,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_2.solution.json
prob_3.json,100,3,188500.0,0.0,1225,1175.0,16.211856,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_3.solution.json
prob_4.json,100,2,331591.0,6.0,1669,942.0,12.770740,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_4.solution.json
prob_5.json,150,3,169685.0,0.0,1505,1061.0,21.317691,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_5.solution.json
prob_6.json,150,3,715812.0,7.0,1936,3299.0,34.286353,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_6.solution.json
prob_7.json,150,3,242600.0,0.0,3200,1468.0,23.596410,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_7.solution.json
prob_8.json,150,2,85472.0,0.0,1068,406.0,11.552569,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_8.solution.json
prob_9.json,200,3,180488.0,1.0,1391,1068.0,35.964829,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_9.solution.json
prob_10.json,200,4,1274865.0,66.0,2577,2232.0,22.850612,true,false,true,true,,reboot_v267_fallbacksnapshot,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\report.html,reports\ogc2026_reboot_v001\full_reboot_v267_fallbacksnapshot_train40_20260628_001\solutions\baseline_hh__reboot_v267_fallbacksnapshot\prob_10.solution.json
